Word,AoA_Read_Mean,AoA_Read_Std.Dv,AoA_Write_Mean,AoA_Write_Std.Dv
lovesick,8.592091571,2.671535164,8.435185185,3.007735471
atom,8.220588235,3.342089658,8.851351351,3.417408181
precise,7.993791088,3.179018103,8.757121987,3.388368842
substance,8.77027027,3.334571842,9.421052632,3.201617657
booty,8.842857143,4.028887287,8.589116143,3.214756115
poverty,8.932432432,3.420043376,9.702702703,3.635204907
pollinate,9.039473684,3.790781099,9.851351351,3.906662516
improvise,9.083272462,2.626403323,9.992382271,2.877180096
blackout,8.964506173,2.776194875,10.04166667,3.402467592
stupendous,10.13513514,3.332601271,10.42105263,3.500050802
dimwit,9.527777778,3.958615278,10.24285714,3.73845562
involve,8.217291256,2.953069823,9.229783037,2.887832042
conscience,7.554178145,2.195421445,8.460640138,2.254446751
quail,8.77027027,4.369392588,9.421052632,4.185764672
lanky,9.202702703,3.528572775,9.881578947,3.57815106
bribe,9.25,4.580732268,10.02702703,4.846169659
redecorate,9.868421053,3.71571573,10.75,3.333974297
repay,9.014285714,3.653132649,9.705882353,3.942998488
refined,9.689189189,4.26606661,10.40540541,3.901277992
sopping,7.890204082,3.012731631,8.810810811,3.792081207
alarming,8.459459459,3.764561319,9.33033241,3.065319791
bowels,8.567567568,2.918242817,9.200146092,2.665010895
suitable,7.523265306,2.809279952,8.713469388,2.494861328
magma,8.614285714,3.585275677,9.333333333,3.743565909
pane,9.058823529,3.805428152,9.728571429,3.720655495
boutique,9.111111111,4.04105911,9.087655223,3.084407649
knack,10,3.819454843,10.43243243,3.668867071
brittle,9.312271731,2.693608543,9.878378378,3.178498522
seemingly,10.22368421,3.580535534,10.81578947,3.499847589
collide,9.328947368,3.922003617,10.12820513,3.721767316
devious,10.40789474,3.406780328,10.65789474,3.501168267
barley,8.934210526,4.269899443,10.02702703,3.632312444
comeback,9.444444444,3.822448314,9.918918919,3.757425082
cakey,8.581081081,4.222153074,9.171052632,4.300025638
reschedule,8.375510204,2.850324999,9.292438272,2.553428084
canopy,9.743243243,3.776060597,9.736842105,3.457730943
pollination,10.44117647,3.854876302,10.94285714,4.113770684
lunge,7.520087655,2.341024451,8.38400277,2.470075936
scope,8.282871972,2.276945244,8.807098765,2.490351261
buzzard,8.993060628,3.317911766,9.855263158,3.661169313
environmental,9.371794872,3.988004957,10.1,3.72483006
mating,9.486486486,3.897090237,10.31944444,4.205698138
loader,9.955882353,4.529980345,10.31428571,4.39265047
autobiography,9.809007232,3.217264197,11.03846154,3.624450258
committee,10.86764706,4.514805314,11.2,4.412882211
neglect,9.371794872,4.130626862,10.26923077,3.986566511
roundup,9.5,3.674234614,9.974358974,3.553998338
hemisphere,9.72972973,3.950377258,10.41891892,3.816108972
crossbones,9.166666667,3.235958679,9.635802469,2.758039218
snatcher,9.405405405,3.719016144,10.10810811,3.665028299
extend,8.139591837,2.39003304,9.007716049,2.330389404
outback,7.903673469,2.684058454,8.713061224,2.657509624
ruling,8.621621622,3.826815846,9.324324324,3.751326092
significant,8.432432432,3.484414031,9.013157895,3.453331416
stammer,9.697368421,3.15701594,10.13157895,3.021732568
banish,10.1,3.857384057,10.95714286,3.9171032
innards,9.868421053,3.662601738,10.2,3.569457331
motivate,9.081081081,3.805174681,9.638888889,3.562926388
literature,10.13888889,4.03132575,10.64285714,3.902434061
gloss,9.868421053,3.451760637,10.38157895,3.313433368
kookaburra,8.812271731,2.433555763,9.574099723,2.888191587
acquire,9.554054054,4.115998231,10.31081081,3.903971182
migratory,9.625,4.695552607,10.20833333,4.352954662
righteousness,10.15384615,3.710145844,11.14102564,3.692005442
counseling,9.491625428,3.844185141,9.994412401,3.717585824
unidentified,8.723684211,3.241824162,9.864864865,3.194284498
trance,9.409722222,3.864178564,10.02083333,3.6765698
revelation,10,4.065863992,10.54411765,3.993114618
impact,9.655844156,3.834795456,10.35714286,3.760823978
premium,8.979916898,3.454494791,9.881578947,3.744246416
suppertime,7.03030303,2.850272448,7.540540541,2.848923721
highchair,8.016666667,4.446004276,8.352941176,4.166114045
eyeball,6.277366864,2.184088324,6.479492188,2.777238741
stripe,5.9921875,2.236279289,7.059833507,2.579126548
boohoo,7.661290323,3.594873889,8.144463668,3.129575335
stinker,7.347346939,2.667666365,8.151234568,2.766504461
bib,5.892222222,2.363316122,6.90725327,2.69488177
scissor,5.886678201,2.35863985,6.72333795,2.685504539
ticklish,6.068965517,1.883784839,6.519896194,1.794500713
hairbrush,7.032258065,3.076620126,8.112903226,3.177288355
coke,5.942857143,2.028370211,6.226442659,1.920257129
meanie,7.151515152,2.457402238,8.083333333,2.884688644
softness,6.181818182,1.836343947,6.847222222,2.304713941
untie,7.265138408,3.038264942,8.319444444,3.813795968
storybook,6.155918367,1.705166119,7.292052469,2.287815393
whisker,5.832947531,1.562923615,6.754200146,1.887631512
fireman,7.109953704,3.045018583,7.211565097,2.960734751
toenail,7.348484848,3.595754546,7.900826446,3.42316139
unbutton,7.554054054,3.235617286,7.127547666,1.952328029
handprint,8.022040816,2.421148673,8.600415512,2.723603329
niceness,7.847222222,3.828127936,8.271365961,3.50918447
playmate,6.679522498,2.603281864,7.416666667,2.924038303
grandchild,5.780023781,1.994288894,6.461425781,1.965615241
windmill,6.596450617,1.900283513,7.288580247,1.702657402
knuckles,8.594594595,3.227137186,9.058185404,2.804791244
handwriting,6.567474048,2.081168901,7.071428571,2.139072288
leapfrog,7.128511967,2.692410048,7.451388889,3.153127384
unplugged,7.411357341,2.356524739,8.202498356,2.514739379
birdhouse,7.857698962,3.302146602,8.007716049,2.940238169
rainfall,5.428656361,1.80065271,6.492675781,2.089287886
grandparent,6.685546875,1.994668067,8.027777778,3.028305619
misbehave,8.03433642,2.411361825,8.972972973,2.881805824
undershirt,6.090820313,1.971366179,6.644463668,2.525848002
silliness,6.829589844,1.609677681,7.032505478,1.715596763
backside,6.749228395,2.55643089,7.394813733,2.685363175
yoyo,7.296875,3.197426826,7.885714286,3.134452092
bookcase,6.540657439,2.387403756,7.052469136,2.595612376
vomit,7.031510107,3.136151139,7.221885813,3.46463576
scar,8.016129032,3.522508271,8.333333333,3.807886553
goof,7.902777778,2.905215616,8.621621622,2.856292774
tattletale,8.197368421,2.994453146,8.918918919,3.256432765
refrigerate,8.852941176,4.250720815,9.222222222,3.915982716
nickel,7.934693878,2.755457938,8.371883657,3.059736734
pussycat,6.717773438,2.136111314,7.388888889,2.908389616
leaky,7.662162162,2.939326392,9.108108108,3.000312797
ponytail,7.432525952,3.324097481,8.003460208,2.831768697
giver,6.083333333,2.215207182,6.438198554,2.087614457
oat,6.630555556,2.25076438,6.905306122,2.945438384
oar,7.642857143,3.701294345,8.250865052,3.255021973
bluejay,8.457142857,3.726635899,8.947368421,3.737663444
yolk,6.382324219,2.386871409,6.568163265,2.096819422
shave,7.167755102,2.028495509,7.686267348,2.596043169
menu,7.717222222,3.150541167,7.756055363,3.102910801
silverware,7.215102041,2.217311413,7.527777778,2.332823073
thirty,6.248699272,2.331266518,6.896734694,2.513311704
stereo,7.121621622,2.410640203,7.572714681,2.452898616
meaty,6.165509259,1.989069489,6.954635108,2.690005838
footstool,8.272727273,4.149719322,8.588235294,4.051693601
screwdriver,8.163966049,2.618311205,9.361111111,2.829969993
checkup,6.560993426,2.081187406,7.18869165,2.204900556
earache,6.787346939,3.153758351,7.542243767,2.667588196
unzip,7.551724138,2.742993762,7.728571429,3.454202166
thirst,6.561728395,1.99937282,7.126385042,2.106839602
teardrop,6.922067901,2.789363296,7.80787037,2.829326259
fifteen,7.580645161,4.381964503,7.705882353,4.251769056
badge,7.508163265,3.358830768,8.364864865,3.666001168
sundown,7.696969697,3.325891314,8.426470588,2.887098661
lawnmower,8.957142857,3.292976993,9.310810811,3.279463352
preacher,8.348632813,3.325324283,9.5,3.981015555
reddish,8.822580645,4.136319594,9.59375,4.133727327
teammate,7.542240588,2.954935769,8.4,3.191901517
flytrap,7.544117647,2.826732901,7.878378378,2.831875619
rainwater,8.676470588,2.925546706,9.430555556,2.99082592
shoestring,9.206314879,3.400390726,9.899908173,2.968365453
honeybee,7.462809917,3.505704003,7.631848064,3.215630081
toffee,7.486111111,2.033596782,8.182857143,2.316753016
undersea,6.463476991,1.709635609,7.445945946,2.080944576
gasoline,7.688581315,2.668335147,8.548210373,2.916640649
mailbag,7.484848485,3.052879912,7.867647059,3.438438739
microphone,7.67733564,3.761693072,9.128571429,4.510352238
alphabetical,6.492669753,1.969799222,7.348126233,2.729499458
stretchy,8.26953125,3.648092378,9.166666667,3.69473161
timer,6.37654321,2.068155766,6.936449963,1.990412213
limit,7.008163265,3.132276471,7.227810651,2.772916809
watcher,6.434989043,1.53299426,7.301592798,1.791539217
wheelie,6.915657439,2.554115233,8.157142857,2.843391276
bratty,8.157142857,3.590779509,8.728571429,3.266007765
outlaw,7.641274238,2.954050424,7.885041551,2.942076515
tadpole,8.448717949,3.523968441,9.423076923,3.405758401
greasy,7.772727273,3.758513064,8.257142857,3.486046616
snowsuit,8.375,4.087218754,9.357142857,4.156093026
handwritten,7.559570313,3.622516872,9.161764706,4.284787375
softball,6.728650138,2.335676103,7.227538349,2.190635791
thigh,7.327854671,2.969614146,7.631848064,2.705738545
downtown,7.719907407,2.026134091,8.213659606,2.262160274
sharpener,6.868517166,3.159547327,8.046022354,3.194379707
peelings,7.824324324,2.963238225,8.716216216,3.465185061
flagpole,9.028571429,4.067342783,9.680555556,3.930017771
dustpan,7.430555556,2.85645329,7.935719503,2.357681939
absent,6.060941828,1.643509986,7.558864266,2.180530707
idiot,6.785714286,2.411021611,7.418367347,2.184754475
matchbox,7.179783951,2.682856247,8.190335306,3.138328924
subtract,7.415657439,2.609862719,8.676470588,2.878558017
motorboat,8.848484848,3.728029071,9.094594595,4.21115885
sweatpants,8.007716049,3.383046037,9.013888889,3.483606733
slingshot,9.352941176,3.909059818,10,3.741657387
flowerpot,6.195216049,1.898545416,6.900292184,1.973511155
armrest,7.972222222,3.213686011,8.635135135,3.419000521
unroll,8.447368421,3.157550953,9.184210526,3.061136189
excite,6.18132716,2.101665231,6.980709877,2.339596841
catfish,6.514285714,1.911596631,7.157894737,2.18442046
disobey,7.088867188,2.597240769,7.751297578,2.858527635
selfishness,8.092285156,3.422802062,9.029411765,3.543968791
tickler,7.590942294,2.797951224,7.844182825,2.833599711
removal,6.535918367,2.329610974,7.297297297,2.274433566
restroom,7.174791914,2.959172831,7.858564014,3.519884673
blimp,7.640408163,3.372604277,8.705882353,4.01156972
beverage,7.858024691,3.247721884,8.951388889,3.754910806
smooches,8.918918919,3.834263499,9.972972973,3.303924321
sightsee,8.794753086,2.482338654,9.839663988,2.993295206
scab,8.194444444,3.715369195,8.439404432,3.307033557
nightstand,6.929752066,2.707744739,8.1,3.098386677
underline,7.447368421,2.289191624,7.846153846,2.029888013
scrunch,7.258217677,2.618523493,8.049306063,2.701672507
nutshell,7.391428571,2.544471681,7.940443213,2.850658093
western,6.892833662,2.887763295,8.155817175,3.259102362
baptize,7.917159763,2.598219128,9.371794872,3.102880556
bullet,7.617647059,3.499044942,8.426470588,3.330602714
beginner,8.636363636,4.298024123,9.367647059,4.506407599
kiddy,6.814693878,2.199922201,7.477355734,2.163506184
handstand,7.743973703,3.614497815,8.628205128,3.926492255
blond,8.121621622,2.752285428,8.972972973,2.995241471
coleslaw,9.071428571,3.792684245,9.418918919,4.225441321
consequence,10,3.839642841,10.67567568,3.875163466
laziness,7.923076923,2.49878513,8.123602893,1.778828646
spacesuit,9.197368421,3.205863449,9.605263158,3.217683183
mathematics,6.949387755,3.171391367,7.912396122,3.175019176
widen,7.455882353,2.689394567,8.127770083,2.8415634
mealtime,7.914285714,3.193480754,8.527777778,3.57160317
mousetrap,7.508400292,2.497743384,8.351466049,2.54378288
stinging,9.46875,4.183179644,9.970588235,3.904040596
headlight,7.75,3.180079123,8.1,3.433828253
suds,7.493061224,2.843022611,8.685714286,2.794652757
cuss,7.386778671,2.665908233,8.396274653,2.896972632
turtleneck,10.796875,4.617392392,11.05882353,4.773291708
odor,8.455882353,3.356061109,8.432432432,3.576858806
difficulty,7.226530612,1.918467597,7.68441358,1.770183467
housetop,8.715850986,3.48713022,10.23611111,3.616403326
creator,7.680555556,3.158102454,8.381578947,2.964734641
untangle,8.911764706,4.059165813,9.1,3.874501866
spacecraft,7.96969697,3.346965496,8.328571429,3.143487332
birthmark,7.322916667,2.496493076,8.107253086,2.301963666
purplish,7.401384083,2.299149862,8.434693878,2.779370682
pipsqueak,8.197022161,3.048091744,9.160336012,2.886683099
coldness,6.627595156,2.303231362,7.472972973,2.624526269
checker,7.444444444,2.7118201,8.026315789,2.653267665
wafer,7.05233564,2.612527769,7.928571429,3.294699078
mower,7.249134948,2.440883681,8.142733564,2.541664272
catnip,7.995242215,3.456936959,8.914285714,3.567594581
bookshop,8.041322314,3.529234526,9.471428571,4.135468636
dangle,8.236111111,3.542569913,9.057142857,3.590779509
salamander,9.384615385,3.979324094,10.29487179,3.239797648
birthplace,8.023925781,2.461328244,8.689446367,2.776930828
cutout,7.051020408,2.621968977,7.864197531,3.120661205
cooker,6.80941358,1.790543856,7.314463112,2.283665279
rodent,8.019896194,2.625219081,8.428571429,2.455913802
animated,7.621212121,3.407322774,8.2,3.593703644
sideway,7.329387755,2.323043247,8.065789474,2.995877917
lamplight,8.171428571,3.483032099,8.592105263,3.240068533
detailed,8.235294118,2.975239471,8.742512783,3.02442668
chewer,8,3.472838329,8.75,3.193862485
fibber,8.851351351,3.679645335,8.837837838,3.951184868
chocolaty,8.741935484,4.26002928,8.954545455,4.200750745
paragraph,7.565789474,2.560540095,8.315789474,2.867386635
unlock,6.331428571,2.648614669,7.339663988,2.774153439
sole,8.025641026,3.462104467,8.6875,3.239752088
fastball,8.297297297,3.383906888,8.961538462,3.593460097
millionaire,8.712580349,3.150020326,9.970588235,3.857187656
gymnastic,9.323529412,3.550250424,10.16176471,3.562686653
stupidity,8.243243243,3.770539347,9.121621622,3.516637846
musketeer,8.891891892,2.695508443,9.5,3.205897344
eggshell,6.143535427,1.87330897,7.054054054,2.153110746
razor,7.527027027,2.751125896,8.445945946,2.66870699
winnings,7.800816327,2.159876233,8.363040123,2.427988787
grayish,7.986486486,2.994176029,8.960526316,3.17375551
operate,7.992669753,2.794401618,8.645361578,2.842443006
slob,8.635135135,3.526976689,9.684210526,3.48824484
multicolored,8.346153846,2.753356435,9.08974359,2.525844817
eskimo,8.987179487,3.536440337,9.7375,3.421252395
goop,7.971453287,2.160261889,8.325617284,2.496661008
slushy,9.567567568,3.452378733,10.30263158,3.23105596
headstand,8.141025641,3.126602153,8.615384615,2.970162007
slinky,6.5,2.017778127,7.189189189,1.980289511
quitter,7.673875433,2.819798185,8.472222222,3.422497927
dishwasher,8.257575758,3.441750127,8.555555556,2.903442242
tweezers,9.5,3.745473459,9.986486486,3.866678316
earring,8.228571429,4.183902726,8.722222222,4.048711337
glazed,9.121621622,3.3132843,9.891891892,3.059899996
bearded,8.4125,3.316407347,8.9925,2.816106377
pastry,7.458333333,2.894267734,8.32998615,2.883565638
scooper,7.897058824,3.470174679,8.430555556,3.645256757
dental,7.884756657,3.464555,8.132578524,3.650585958
remover,8.285714286,3.393951615,8.645726808,3.150695849
steeple,8.031558185,2.833142265,9.328947368,3.119849953
blindness,8.236842105,3.021850252,9.328947368,3.507282608
janitor,8.181786704,2.566207712,8.992036011,2.428916698
mutt,7.937885802,3.67493729,8.797297297,3.921910425
weasel,7.57706355,2.831635337,8.627770083,2.998900044
teeter,8.635135135,4.305436887,8.730769231,4.229977843
grilled,8.303673469,3.567283886,8.623070988,3.419022856
fink,7.757142857,3.130428059,8.527027027,3.413506559
sender,7.882030679,3.298793304,8.679487179,3.651760894
viewing,8.373888889,3.486772166,8.941176471,4.166541888
dictionary,8.179487179,2.445423167,8.871794872,2.319023015
graduation,8.555555556,4.449362358,9.310810811,4.18720165
pouty,8.528571429,3.674120257,9.291666667,3.54436172
ruff,7.750432526,1.96663505,8.022376543,2.41320971
peddle,8.882395909,3.292501412,9.659240321,2.953177914
bummer,7.493469388,3.257670499,8.324324324,3.219334421
lifesaver,7.351742275,2.48760343,8.331717452,2.466571365
roadrunner,9.15007716,3.197549939,9.810810811,3.673008439
juggler,7.402777778,2.664098466,8.337837838,2.690141606
sill,8.31640625,2.555430724,8.946740129,3.228124268
dent,7.368055556,2.672101976,8.042438272,2.545097962
shorten,8.383838384,3.257599248,9.6875,3.79250109
takeoff,7.137119114,2.159318112,7.898891967,2.143991888
oily,7.651974288,2.983041689,7.666666667,2.353568719
soften,7.526296567,2.383087122,8.646875,2.775939362
teakettle,7.962809917,3.219951173,8.935510204,3.464795287
gravestone,8.644736842,3.569593615,9.565789474,3.335256084
pocketful,8.885714286,2.741526288,10.14705882,2.333969865
sloppiness,9.611111111,3.591877963,10.2972973,3.648552718
speller,7.594594595,2.988026657,8.25,2.889285893
cuteness,7.77027027,3.918606957,8.486486486,3.841452428
cutesy,8.368421053,3.915810314,9.256756757,4.013210168
mammal,9.157142857,4.08507223,9.337837838,3.813452165
refrigeration,8.493425858,3.491315913,9.513513514,3.678931167
gill,6.395507813,2.642243782,7.484375,2.94433402
lioness,8.837837838,3.813452165,9.202702703,3.614130177
increase,7.612903226,2.752906577,7.787755102,2.404570335
lefty,7.539473684,3.492040329,8.5,3.349061991
angelfish,8.108410494,3.180247645,8.777700831,3.486944481
unfairness,8.986486486,3.296644941,9.864864865,3.581683048
wildcat,8.138888889,3.86488054,8.797297297,3.979913908
disk,6.948688272,2.62095161,8.152777778,3.237766965
lint,8.028571429,3.487251693,8.263888889,3.029582977
crawlers,7.753858025,2.91926115,9.279411765,3.612250152
ref,7.394380853,3.609963855,8.055795848,3.826945169
minivan,7.469795918,2.463931338,8.015432099,1.914594514
cot,7.322530864,3.615950834,7.626232742,3.597541341
rubbery,8.189189189,2.958864627,9.148648649,3.020450815
injure,8.333333333,3.938817807,9.243243243,4.115724625
paperwork,8.067755102,3.145852932,9.087695133,3.322044757
quietness,8.824324324,3.268571333,9.934210526,3.499364909
drugstore,9.676470588,4.13206668,10.64285714,3.774082336
cosy,9,3.963373984,9.77027027,3.727887759
dumbbell,8.59375,3.615462983,9.382352941,3.87896195
graduate,8.485714286,3.255054247,8.972972973,3.08658825
unbeatable,7.937545654,3.18477922,8.77100073,2.994487648
waterhole,8.262811634,2.983569225,8.694944598,2.941879566
pourer,7.844489796,2.235455247,8.388979592,2.32367399
convincing,8.5,3.474396145,9.040540541,3.398076209
wrinkly,8.444444444,3.242084378,9.180555556,3.38305183
buttermilk,7.242424242,2.75885283,8.093364198,2.740263771
seam,7.055555556,2.350616265,7.824324324,2.427321959
retrace,8.136363636,3.172815999,8.297297297,3.321770486
cloudless,9.375,3.564457482,9.851351351,3.578222838
highlight,8.076923077,2.477632735,8.769230769,2.308012798
crumbly,8.486842105,4.047833658,9.458333333,4.246637325
printer,8.756756757,4.001079059,8.578947368,3.985660642
surrender,8.585141354,3.07930279,9.666666667,3.428466999
mountaintop,9.052631579,3.690362675,9.381578947,3.549712989
untidiness,9.797297297,3.667536752,10.58974359,3.906593271
movable,8.861111111,3.76944693,9.581081081,3.81792831
almond,6.963673469,2.327938108,7.695290859,2.776484368
washable,7.181632653,2.039844907,7.810121107,2.279859848
superhuman,8.472222222,3.4141396,8.730769231,3.546395787
underclothes,9.058823529,3.779459449,9.955882353,3.758561232
steamroller,9.125,3.370830758,10.06944444,3.34483136
planter,7.978086194,2.443915487,9,2.913093049
golfing,9.797297297,3.733220719,10.36842105,3.525360266
roughly,7.081081081,2.28677816,7.959459459,2.404793761
pushy,7.306712963,2.638488639,8.207561728,2.964899644
discipline,8.403225806,3.604209009,9.125,3.414863148
dominoes,8.471428571,3.694078842,8.492728532,3.174212077
brownish,7.478806228,2.660387298,8.566530612,2.645490269
crumple,8.333333333,2.739413434,8.923076923,2.374587115
buttocks,8.7,3.593703644,9.710526316,3.701043642
lifeboat,7.96566358,3.050888366,8.72972973,3.237357021
crappy,9.3,3.380741304,9.166666667,3.678410221
cartload,8.335634451,3.173510544,9.295529257,3.26411967
mantel,8.684210526,3.382029322,9.407894737,3.308170196
songwriter,8.662162162,4.247636686,9.680555556,4.419361262
junkyard,8.392746914,2.659780732,9.166666667,2.878491669
citizen,7.277700831,2.317820842,7.997922438,2.330317256
sicken,8.265625,3.364866807,8.527777778,3.543493926
gratefulness,7.703067933,3.164997841,8.753858025,2.879846217
daydream,8.486486486,3.761069748,8.923076923,3.388328383
strangle,8.657142857,3.874447643,9.596734694,3.588467064
uncatchable,7.996055227,2.546191073,9.208448753,2.598212232
hibernation,9.757575758,3.727266953,10.28787879,3.592592864
whoopee,8.828571429,3.660084492,9.651515152,3.219774954
liftoff,8.486111111,3.274328963,9.040540541,3.268915846
wilt,8.384756657,3.457783444,9.393939394,3.819680893
tongs,8.524221453,3.232574376,9.705882353,3.877123362
text,7.323529412,3.11857182,8.029411765,3.640973014
brotherly,8.257142857,2.896172496,8.944444444,2.810129071
stingy,8.220679012,2.781029402,9.171052632,3.15645267
jumbo,9.272727273,4.310399686,9.479183673,3.556512284
pus,9.3,4.299794797,10.04166667,4.357874646
overdue,10.05405405,3.841989834,10.56578947,3.641300355
drumstick,6.837924702,2.732364473,7.763888889,3.534495541
gutter,7,2.143500547,7.75,2.418258252
crease,8.442857143,3.373276093,8.717291256,3.382943332
adventurer,8.867647059,3.429614396,9.720588235,3.298739834
goofball,9.442857143,3.910339666,10.31428571,3.942762756
arcade,9.45,3.567661016,10.11538462,3.253462808
whopper,7.52244898,2.640515169,8.351851852,2.81570927
aide,8.434210526,3.230285429,8.961538462,3.261386159
shutter,7.515704894,2.24737651,8.006925208,2.982233109
twirler,8.970588235,3.686464136,9.779411765,3.699285714
orangutan,10.01282051,4.08219365,10.33333333,3.932545267
wick,8.07779401,3.410234798,8.778047091,3.287496093
saver,7.331542969,3.099707969,8.25,3.436105089
employee,7.736111111,2.681913259,8.555555556,3.375918452
lousy,8.368421053,3.936461936,8.777700831,3.614441481
leech,8.694444444,3.879023769,9.337837838,3.670554859
photography,8.236111111,3.239237369,8.985294118,2.963120013
sulk,9,3.702476649,10.06578947,3.808190059
racecourse,9.108108108,4.072494347,9.75,4.04174644
rifle,7.9290625,3.411237542,8.7240625,3.098617335
keyhole,7.589481373,2.462498435,8.631578947,3.189264531
unraveled,9.078947368,3.568871265,9.789473684,2.981092623
gobstopper,9.861111111,3.496143,10.66216216,3.401498963
cancel,6.113888889,1.831566983,6.756657484,2.065693014
farmhand,7.964937911,3.105754526,8.90105194,3.259149268
approve,7.554065744,2.333971888,8.184081633,2.754729146
shaver,8.538461538,2.998650169,8.948717949,2.867226038
suntanned,9.236842105,3.590032828,9.552631579,3.380767292
salted,10.515625,4.583428029,11.328125,4.735945889
coolness,7.749228395,2.272423887,8.653061224,2.408975741
riverboat,9.085714286,4.56083989,9.833333333,4.635268524
atlas,8.75,4.359718208,9.4,4.195235393
footy,6.853877551,2.51843166,7.712198685,2.595386017
bowtie,7.864864865,3.893813913,8.939404432,3.441202748
unbroken,7.449459877,2.621017498,8.473684211,3.256899886
duo,8.515625,4.337541252,8.22972973,4.39000537
shrug,7.549309665,2.527903277,9.320512821,3.390169961
paperback,7.659763314,2.36343833,8.485457064,2.067710031
fluid,8.580246914,3.267456023,8.772096421,3.233216423
sugarplum,8.918918919,4.400936632,9.819444444,4.007408813
uniformed,9.5,4.610593862,10.43939394,4.764382134
seldom,8.802631579,3.987377845,9.513157895,3.978806765
crippled,9.256410256,3.322316477,9.705128205,3.088002993
orbit,8.101928375,2.962206639,8.819444444,3.286667391
beater,7.94982699,3.613949891,8.902777778,3.837446034
relieve,7.885387812,2.77182632,8.884695291,2.754646232
portable,7.640816327,2.813185262,8.520818115,3.049622064
rural,8.6,4.160033937,9.485714286,4.089954901
approval,8.722222222,3.719532314,9.324324324,3.738345252
lightweight,8.831428571,2.930646529,9.087950139,3.299562204
tombstone,8.833333333,3.865048058,9.935897436,3.502216379
silkworm,8.615384615,3.261541326,9.5375,3.231232796
hilltop,8.907894737,3.136220964,9.140927978,2.575201412
obnoxious,9.5,3.616202853,10.1375,3.385465729
motorbike,9.6875,4.422723581,9.808823529,4.597454345
closeup,6.959459459,2.001313383,7.631578947,2.015762918
bleach,7.286122449,2.717855869,7.756756757,2.99216946
jangle,7.722222222,2.87711275,8.635135135,3.099392074
select,8.4375,4.527247259,8.985294118,4.457688785
uncooked,9.029411765,3.99988859,9.426470588,3.964104761
sunlit,8.833333333,4.197593557,9.323529412,3.988396718
nightly,8.317382813,3.645400305,9.279411765,4.038059796
examination,8.209833795,3.323955753,8.848783695,3.330950279
overbite,8.341124909,3.195399749,8.993425858,3.24171733
ferry,8.485714286,3.95468024,9.181818182,3.692937055
diagonal,7.978395062,2.940031967,9.6,2.964991816
fictional,8.53877551,3.470781092,9.430555556,3.904489683
sedan,9.040540541,3.130003502,9.815789474,3.107143149
huffy,8.979166667,3.361746464,10.09722222,3.818787101
velvety,8.361932939,2.706939965,9.802631579,3.368252963
cooperation,9.138888889,3.988574953,9.540540541,3.782963231
octagon,9.430555556,3.236295894,9.902777778,3.21563023
breasts,8.033587258,3.261294232,9.07633309,3.012195567
angle,6.359429066,1.941389793,7.303673469,2.364986549
glassy,7.520452885,2.498891122,8.208546384,2.064114028
tiptop,8.162162162,3.131502244,9.026315789,3.336828419
eject,8.358564014,3.632164426,9.25,3.765444387
picker,8.838333333,3.196109794,9.558823529,3.942320317
hyper,9.161764706,4.104174867,9.885714286,4.022155031
recovery,8.782051282,3.562957952,9.358974359,3.342211523
miner,8.763157895,3.172382603,9.578947368,3.105196855
custodian,9.474358974,3.284630713,10.06410256,2.940594925
socket,8.542857143,3.037441427,9.291666667,2.911492008
shrub,8.486842105,3.627013592,9.215120526,3.114700181
jeweled,8.380569759,2.509586185,9.302631579,2.87237418
guppy,8.588235294,3.301676774,9.808823529,3.193304325
opposing,9.263888889,4.071654825,10.2,4.112749188
fumble,9.4,3.657097069,9.91025641,3.639823222
balcony,8.141025641,3.905038442,9.064102564,3.849435172
cheesecake,7.826557093,3.212135105,8.763157895,3.701235809
breather,8.476074219,2.436527232,9.050154321,2.763294141
outgoing,7.687728269,2.968093839,8.641620499,2.942619997
unbreakable,7.964207451,2.646976582,9,3.254188622
coastal,7.747922438,2.061054604,8.549309665,2.235074526
rotation,8.661764706,2.943201175,9.458333333,3.183383196
allergy,8.215120526,2.739874591,8.897853186,2.800181136
triplet,8.131848064,3.125833069,8.513157895,3.31150093
romantic,8.957142857,3.381114132,9.283783784,3.461174617
ammo,9.333333333,4.486487649,10.27777778,4.72447192
whisperer,9.361111111,3.925395542,9.828947368,3.90127546
infield,9.25,3.417526471,9.871794872,3.623239952
skid,10.78125,4.746709387,11.13235294,4.951750262
squiggle,10.48648649,4.367631074,11.08108108,4.123970433
failing,8.736149584,2.974464498,9.578947368,3.100841899
poisoning,9.487179487,3.10662954,9.974358974,3.109723118
category,8.094521605,1.799528461,8.42439737,2.152708922
disciple,8.405405405,2.730582553,9.378378378,3.00556291
weepy,8.173849525,2.560754677,8.868421053,3.041790481
flunk,9.426470588,3.84969962,9.337837838,3.917648909
smallish,9.135135135,3.483390447,10.08108108,3.627659012
daredevil,8.920910494,2.884927113,9.563271605,2.759052849
hardness,9.512820513,3.678685369,10.01282051,3.525260684
verse,8.736111111,3.213215298,9.382352941,3.865266512
nightfall,8.285714286,3.814225915,8.664351852,3.075020074
entryway,8.528571429,3.4956756,9,3.207472336
seasonal,8.868421053,3.326153956,9.328947368,3.063023404
punt,9.319444444,3.99133486,10.04054054,3.962284657
instructor,8.442857143,3.110162254,9.235725309,2.721532724
safekeeping,8.789473684,2.872590833,9.828947368,3.379741546
